id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H046,hyrox,Stations,1,HYROX Sled Pull: technique that survives race fatigue,hyrox-sled-pull-technique-that-survives-race-fatigue,hyrox sled pull,,,Informational,longtail-unevidenced,Definitive Sled Pull technique guide from an Elite 15 racer; existing post refreshed to new standard,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,guides/station-sled-pull.jpg,"photo + title band, brand dark/chartreuse, 1200x630",HYROX Sled Pull: technique that survives race fatigue | Suth Performance,Definitive Sled Pull technique guide from an Elite 15 racer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H047,hyrox,Stations,2,Sled Pull mistakes: what's costing you 60+ seconds,sled-pull-mistakes-whats-costing-you-60-seconds,sled pull mistakes,,,Informational,longtail-unevidenced,Mistake-listicle format ranks for 'Sled Pull tips' long-tail; video-friendly,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,"athlete mid-sled pull with form fault subtly visible, coaching-eye angle","photo + title band, brand dark/chartreuse, 1200x630",Sled Pull mistakes: what's costing you 60+ seconds | Suth Performance,Mistake-listicle format ranks for 'Sled Pull tips' long-tail. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H048,hyrox,Stations,2,5 workouts that build a faster HYROX Sled Pull,5-workouts-that-build-a-faster-hyrox-sled-pull,sled pull workout,,,Informational,longtail-unevidenced,Workout-card format; save/share magnet; links to plans,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,whiteboard with session plan beside sled pull setup,"photo + title band, brand dark/chartreuse, 1200x630",5 workouts that build a faster HYROX Sled Pull | Suth Performance,Workout-card format. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H049,hyrox,Stations,3,How to get faster at the HYROX Sled Pull: a 6-week progression,how-to-get-faster-at-the-hyrox-sled-pull-a-6-week-progression,faster sled pull hyrox,,,Informational,longtail-unevidenced,Progression framework with measurable weekly targets,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,station-pool:Sled Pull,"photo + title band, brand dark/chartreuse, 1200x630",How to get faster at the HYROX Sled Pull: a 6-week progression | Suth Performance,Progression framework with measurable weekly targets. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H050,hyrox,Stations,3,No Sled Pull? Substitutions that build the same engine,no-sled-pull-substitutions-that-build-the-same-engine,sled pull substitute,,,Informational,longtail-unevidenced,Equipment-gap solver; unique service content; geo-page synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,home garage gym improvised sled pull alternative,"photo + title band, brand dark/chartreuse, 1200x630",No Sled Pull? Substitutions that build the same engine | Suth Performance,Equipment-gap solver. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H051,hyrox,Stations,4,HYROX Sled Pull times: what good looks like by division,hyrox-sled-pull-times-what-good-looks-like-by-division,sled pull average time,,,Informational,longtail-unevidenced,Station split benchmarks — needs results data; queued behind open question 1,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,data-graphic,station split distribution,"headline stat rendered as branded card, 1200x630",HYROX Sled Pull times: what good looks like by division | Suth Performance,Station split benchmarks — needs results data. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H052,hyrox,Stations,1,HYROX Burpee Broad Jump: technique that survives race fatigue,hyrox-burpee-broad-jump-technique-that-survives-race-fatigue,hyrox burpee broad jump,320,15,Informational,semrush,Definitive Burpee Broad Jump technique guide from an Elite 15 racer; existing post refreshed to new standard,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,guides/station-burpees.jpg,"photo + title band, brand dark/chartreuse, 1200x630",HYROX Burpee Broad Jump: technique that survives race fatigue | Suth Performance,Definitive Burpee Broad Jump technique guide from an Elite 15 racer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
H053,hyrox,Stations,2,Burpee Broad Jump mistakes: what's costing you 60+ seconds,burpee-broad-jump-mistakes-whats-costing-you-60-seconds,burpee broad jump mistakes,,,Informational,longtail-unevidenced,Mistake-listicle format ranks for 'Burpee Broad Jump tips' long-tail; video-friendly,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,"athlete mid-burpee broad jump with form fault subtly visible, coaching-eye angle","photo + title band, brand dark/chartreuse, 1200x630",Burpee Broad Jump mistakes: what's costing you 60+ seconds | Suth Performance,Mistake-listicle format ranks for 'Burpee Broad Jump tips' long-tail. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H054,hyrox,Stations,2,5 workouts that build a faster HYROX Burpee Broad Jump,5-workouts-that-build-a-faster-hyrox-burpee-broad-jump,burpee broad jump workout,,,Informational,longtail-unevidenced,Workout-card format; save/share magnet; links to plans,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,whiteboard with session plan beside burpee broad jump setup,"photo + title band, brand dark/chartreuse, 1200x630",5 workouts that build a faster HYROX Burpee Broad Jump | Suth Performance,Workout-card format. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H055,hyrox,Stations,3,How to get faster at the HYROX Burpee Broad Jump: a 6-week progression,how-to-get-faster-at-the-hyrox-burpee-broad-jump-a-6-week-progression,faster burpee broad jump hyrox,,,Informational,longtail-unevidenced,Progression framework with measurable weekly targets,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,station-pool:Burpee Broad Jump,"photo + title band, brand dark/chartreuse, 1200x630",How to get faster at the HYROX Burpee Broad Jump: a 6-week progression | Suth Performance,Progression framework with measurable weekly targets. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H056,hyrox,Stations,3,No Burpee Broad Jump? Substitutions that build the same engine,no-burpee-broad-jump-substitutions-that-build-the-same-engine,burpee broad jump substitute,,,Informational,longtail-unevidenced,Equipment-gap solver; unique service content; geo-page synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,home garage gym improvised burpee broad jump alternative,"photo + title band, brand dark/chartreuse, 1200x630",No Burpee Broad Jump? Substitutions that build the same engine | Suth Performance,Equipment-gap solver. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H057,hyrox,Stations,4,HYROX Burpee Broad Jump times: what good looks like by division,hyrox-burpee-broad-jump-times-what-good-looks-like-by-division,burpee broad jump average time,,,Informational,longtail-unevidenced,Station split benchmarks — needs results data; queued behind open question 1,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,data-graphic,station split distribution,"headline stat rendered as branded card, 1200x630",HYROX Burpee Broad Jump times: what good looks like by division | Suth Performance,Station split benchmarks — needs results data. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H058,hyrox,Stations,1,HYROX Rowing: technique that survives race fatigue,hyrox-rowing-technique-that-survives-race-fatigue,hyrox rowing,,,Informational,longtail-unevidenced,Definitive Rowing technique guide from an Elite 15 racer; existing post refreshed to new standard,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,guides/station-row.jpg,"photo + title band, brand dark/chartreuse, 1200x630",HYROX Rowing: technique that survives race fatigue | Suth Performance,Definitive Rowing technique guide from an Elite 15 racer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H059,hyrox,Stations,2,Rowing mistakes: what's costing you 60+ seconds,rowing-mistakes-whats-costing-you-60-seconds,row mistakes,,,Informational,longtail-unevidenced,Mistake-listicle format ranks for 'Rowing tips' long-tail; video-friendly,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,"athlete mid-row with form fault subtly visible, coaching-eye angle","photo + title band, brand dark/chartreuse, 1200x630",Rowing mistakes: what's costing you 60+ seconds | Suth Performance,Mistake-listicle format ranks for 'Rowing tips' long-tail. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H060,hyrox,Stations,2,5 workouts that build a faster HYROX Rowing,5-workouts-that-build-a-faster-hyrox-rowing,row workout,,,Informational,longtail-unevidenced,Workout-card format; save/share magnet; links to plans,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,whiteboard with session plan beside row setup,"photo + title band, brand dark/chartreuse, 1200x630",5 workouts that build a faster HYROX Rowing | Suth Performance,Workout-card format. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H061,hyrox,Stations,3,How to get faster at the HYROX Rowing: a 6-week progression,how-to-get-faster-at-the-hyrox-rowing-a-6-week-progression,faster row hyrox,,,Informational,longtail-unevidenced,Progression framework with measurable weekly targets,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,station-pool:Rowing,"photo + title band, brand dark/chartreuse, 1200x630",How to get faster at the HYROX Rowing: a 6-week progression | Suth Performance,Progression framework with measurable weekly targets. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H062,hyrox,Stations,3,No Rowing? Substitutions that build the same engine,no-rowing-substitutions-that-build-the-same-engine,row substitute,,,Informational,longtail-unevidenced,Equipment-gap solver; unique service content; geo-page synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,ai-generate,home garage gym improvised row alternative,"photo + title band, brand dark/chartreuse, 1200x630",No Rowing? Substitutions that build the same engine | Suth Performance,Equipment-gap solver. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H063,hyrox,Stations,4,HYROX Rowing times: what good looks like by division,hyrox-rowing-times-what-good-looks-like-by-division,row average time,,,Informational,longtail-unevidenced,Station split benchmarks — needs results data; queued behind open question 1,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,data-graphic,station split distribution,"headline stat rendered as branded card, 1200x630",HYROX Rowing times: what good looks like by division | Suth Performance,Station split benchmarks — needs results data. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H064,hyrox,Stations,1,HYROX Farmers Carry: technique that survives race fatigue,hyrox-farmers-carry-technique-that-survives-race-fatigue,hyrox farmers carry,,,Informational,longtail-unevidenced,Definitive Farmers Carry technique guide from an Elite 15 racer; existing post refreshed to new standard,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/stations,own-photo,guides/station-farmers.jpg,"photo + title band, brand dark/chartreuse, 1200x630",HYROX Farmers Carry: technique that survives race fatigue | Suth Performance,Definitive Farmers Carry technique guide from an Elite 15 racer. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
